,tweet_id,timestamp,text,stage,p1,favorite_count,retweet_count,rating_base_10
1026,746131877086527488,2016-06-24 00:04:36+00:00,This is Gustav. He has claimed that plant. It is his now. 10/10 would not try to take his plant away https://t.co/uRI7HBgGJX,,chow,6658,2100,10.0
1027,746056683365994496,2016-06-23 19:05:49+00:00,This is Arlen and Thumpelina. They are best pals. Cuddly af. 11/10 for both puppers https://t.co/VJgbgIzIHx,,Shetland_sheepdog,3459,783,11.0
1028,745789745784041472,2016-06-23 01:25:06+00:00,This is Gus. He didn't win the Powerball. Quite perturbed about it. Still 10/10 would comfort in time of need https://t.co/3wc246LOtu,,Pekinese,3866,1021,10.0
1031,745422732645535745,2016-06-22 01:06:43+00:00,We only rate dogs. Pls stop sending in non-canines like this Jamaican Flop Seal. This is very very frustrating. 9/10 https://t.co/nc53zEN0hZ,,Labrador_retriever,8274,2320,9.0
1033,745074613265149952,2016-06-21 02:03:25+00:00,This is Jeffrey. He wasn't prepared to execute such advanced barkour. Still 11/10 would totally pet https://t.co/MuuwkkLrHh,,,7568,3342,11.0
1034,745057283344719872,2016-06-21 00:54:33+00:00,This is Oliver. He's downright gorgeous as hell. Should be on the cover of Dogue. 12/10 would introduce to mom https://t.co/BkgU3rrsXA,,Shetland_sheepdog,6988,2150,12.0
1035,744995568523612160,2016-06-20 20:49:19+00:00,This is Abby. She got her face stuck in a glass. Churlish af. 9/10 rookie move puppo https://t.co/2FPb45NXrK,puppo,Old_English_sheepdog,2863,588,9.0
1036,744971049620602880,2016-06-20 19:11:53+00:00,Say hello to Indie and Jupiter. They're having a stellar day out on the boat. Both 12/10 adorbz af https://t.co/KgSEkrPA3r,,toy_poodle,7608,2570,12.0
1037,744709971296780288,2016-06-20 01:54:27+00:00,This is Harvey. He's stealthy af. 10/10 would do my best to pet https://t.co/zAzaRT6NnT,,Shetland_sheepdog,5404,1498,10.0
1038,744334592493166593,2016-06-19 01:02:50+00:00,This is Blanket. She has overthrown her human. Demands walks like this every hour on the hour. 11/10 so damn fluffy https://t.co/hrJugNHs2Z,,Samoyed,6532,2012,11.0
1039,744234799360020481,2016-06-18 18:26:18+00:00,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4,doggo,Labrador_retriever,150691,74377,13.0
1040,744223424764059648,2016-06-18 17:41:06+00:00,"This is actually a pupper and I'd pet it so well. 12/10
https://t.co/RNqS7C4Y4N",pupper,,1600,347,12.0
1041,743980027717509120,2016-06-18 01:33:55+00:00,This is Geno. He's a Wrinkled Baklavian Velveeta. Looks sad but that's just the extra skin. 11/10 would smoosh face https://t.co/Kxda28JmQ2,,bull_mastiff,4031,1052,11.0
1042,743895849529389061,2016-06-17 19:59:26+00:00,When you're given AUX cord privileges from the back seat and accidentally start blasting an audiobook... both 10/10 https://t.co/gCCrY8P0K9,,dalmatian,3538,929,10.0
1044,743609206067040256,2016-06-17 01:00:24+00:00,Meet Stark. He just had his first ice cream cone. Got some on his nose. Requests your assistance. 10/10 would assist https://t.co/YwfN1lbpKA,,Weimaraner,4318,1335,10.0
1048,743253157753532416,2016-06-16 01:25:36+00:00,"This is Kilo. He cannot reach the snackum. Nifty tongue, but not nifty enough. 10/10 maybe one day puppo https://t.co/gSmp31Zrsx",puppo,malamute,4097,1175,10.0
1049,743222593470234624,2016-06-15 23:24:09+00:00,This is a very rare Great Alaskan Bush Pupper. Hard to stumble upon without spooking. 12/10 would pet passionately https://t.co/xOBKCdpzaa,pupper,kuvasz,5983,1835,12.0
1050,743210557239623680,2016-06-15 22:36:19+00:00,"Meet Kayla, an underground poker legend. Players lose on purpose hoping she'll let them pet her. 10/10 strategic af https://t.co/EkLku795aO",,golden_retriever,3705,1309,10.0
1051,742534281772302336,2016-06-14 01:49:03+00:00,"For anyone who's wondering, this is what happens after a doggo catches it's tail... 11/10 https://t.co/G4fNhzelDv",doggo,,6822,3425,11.0
1054,742423170473463808,2016-06-13 18:27:32+00:00,This is Bell. She likes holding hands. 12/10 would definitely pet with other hand https://t.co/BXIuvkQO9b,,pug,9479,3572,12.0
1055,742385895052087300,2016-06-13 15:59:24+00:00,This is Phil. That's his comfort stick. He holds onto it whenever he's sad. 11/10 don't be sad Phil https://t.co/ULdPY6CLpq,,Cardigan,6555,1877,11.0
1058,741793263812808706,2016-06-12 00:44:30+00:00,When your crush won't pay attention to you. Both 10/10 tragic af https://t.co/d3LELGVlqu,,kuvasz,4385,1438,10.0
1059,741743634094141440,2016-06-11 21:27:17+00:00,Meet Aqua. She's a sandy pupper. Not sure how she feels about being so sandy. Radical tongue slip. 11/10 petable af https://t.co/rYxJ0UQtbE,pupper,Labrador_retriever,7869,2623,11.0
1060,741438259667034112,2016-06-11 01:13:51+00:00,This is Tucker. He's still figuring out couches. 9/10 keep your head up pup https://t.co/pXU77HPbJ5,,Chesapeake_Bay_retriever,3563,784,9.0
1061,741303864243200000,2016-06-10 16:19:48+00:00,This is Theodore. He just saw an adult wearing crocs. Did him a frighten. Lost other ear back in nam. 12/10 hero af https://t.co/O4iw9NlLaQ,,Chihuahua,8465,3071,12.0
1062,741099773336379392,2016-06-10 02:48:49+00:00,This is Ted. He's given up. 11/10 relatable af https://t.co/7muyOQXbGJ,,,9628,5283,11.0
1063,741067306818797568,2016-06-10 00:39:48+00:00,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,multiple_stages,golden_retriever,9195,2953,12.0
1064,740995100998766593,2016-06-09 19:52:53+00:00,This is Leo. He's a vape god. Blows o's for days. Probably drives a Subaru. Definitely owns multiple fedoras. 10/10 https://t.co/nt2x3fHaRJ,,malamute,6116,2599,10.0
1065,740711788199743490,2016-06-09 01:07:06+00:00,Here we are witnessing the touchdown of a pupnado. It's not funny it's actually very deadly. 9/10 might still pet https://t.co/CmLoKMbOHv,,toy_poodle,3273,900,9.0
1068,740373189193256964,2016-06-08 02:41:38+00:00,"After so many requests, this is Bretagne. She was the last surviving 9/11 search dog, and our second ever 14/10. RIP https://t.co/XAVDNDaVgQ",,golden_retriever,33751,12732,14.0
1070,740359016048689152,2016-06-08 01:45:19+00:00,This is Chase. He's in a predicament. 9/10 help is on the way buddy https://t.co/0HmBk5sSbW,,golden_retriever,3166,823,9.0
1071,740214038584557568,2016-06-07 16:09:13+00:00,This is getting incredibly frustrating. This is a Mexican Golden Beaver. We only rate dogs. Only send dogs ...10/10 https://t.co/0yolOOyD3X,,Chesapeake_Bay_retriever,6448,1873,10.0
1072,739979191639244800,2016-06-07 00:36:02+00:00,This is Nollie. She's waving at you. If you don't wave back you're a monster. She's also portable as hell. 12/10 https://t.co/7AKdkCOlMf,,Irish_water_spaniel,19230,5660,12.0
1073,739932936087216128,2016-06-06 21:32:13+00:00,Say hello to Rorie. She's zen af. Just enjoying a treat in the sunlight. 10/10 would immediately trade lives with https://t.co/yctnFptdQ1,,redbone,3916,1034,10.0
1074,739844404073074688,2016-06-06 15:40:26+00:00,This is Simba. He's the grand prize. The trophy is just for participation. 12/10 would pet so damn well https://t.co/4qiuC0lXq5,,toy_poodle,3661,821,12.0
1075,739623569819336705,2016-06-06 01:02:55+00:00,Here's a doggo that don't need no human. 12/10 independent af (vid by @MichelleLiuCee) https://t.co/vdgtdb6rON,doggo,,3629,1300,12.0
1076,739606147276148736,2016-06-05 23:53:41+00:00,Meet Benji. He just turned 1. Has already given up on a traditional pupper physique. Just inhaled that thing. 9/10 https://t.co/sLUC4th3Zj,pupper,Blenheim_spaniel,5209,1586,9.0
1077,739544079319588864,2016-06-05 19:47:03+00:00,This... is a Tyrannosaurus rex. We only rate dogs. Please only send in dogs. Thank you ...10/10 https://t.co/zxw8d5g94P,,Labrador_retriever,37988,20236,10.0
1078,739485634323156992,2016-06-05 15:54:48+00:00,This is Kyle. He's a heavy drinker and an avid pot user. Just wants to be pupular. 6/10 I can't support this Kyle https://t.co/rRULp7XFnO,,Walker_hound,6873,2790,6.0
1079,739238157791694849,2016-06-04 23:31:25+00:00,Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t.co/YcXgHfp1EC,doggo,Eskimo_dog,111454,55426,13.0
1082,738883359779196928,2016-06-04 00:01:35+00:00,When a single soap orb changes your entire perception of the universe... 10/10 https://t.co/9eCXpVExJc,,Labrador_retriever,3174,755,10.0
1083,738537504001953792,2016-06-03 01:07:16+00:00,This is Bayley. She fell asleep trying to escape her evil fence enclosure. 11/10 night night puppo https://t.co/AxSiqAKEKu,puppo,chow,4896,1466,11.0
1084,738402415918125056,2016-06-02 16:10:29+00:00,"""Don't talk to me or my son ever again"" ...10/10 for both https://t.co/s96OYXZIfK",,cocker_spaniel,3139,785,10.0
1085,738184450748633089,2016-06-02 01:44:22+00:00,"For the last time, we only rate dogs. Pls stop sending other animals like this Duck-Billed Platypus. Thank you. 9/10 https://t.co/twxYcPOafl",,Bedlington_terrier,4162,1162,9.0
1086,738166403467907072,2016-06-02 00:32:39+00:00,This is Axel. He's a professional leaf catcher. 12/10 gifted af https://t.co/P8bgOMMTRs,,keeshond,8426,3187,12.0
1087,738156290900254721,2016-06-01 23:52:28+00:00,This is Storkson. He's wet and sad. 10/10 cheer up pup https://t.co/nrzvzPuTvC,,pug,2406,615,10.0
1088,737826014890496000,2016-06-01 02:00:04+00:00,This is Remy. He has some long ass ears (probably magical). Also very proud of broken stick. 10/10 such a good boy https://t.co/EZx0YjPjPK,,vizsla,5071,1693,10.0
1089,737800304142471168,2016-06-01 00:17:54+00:00,This is Bella. She's ubering home after a few too many drinks. 10/10 socially conscious af https://t.co/KxkOgq80Xj,,malamute,9640,3314,10.0
1090,737678689543020544,2016-05-31 16:14:39+00:00,We only rate dogs. Pls stop sending in non-canines like this Slovak Car Bunny. It makes my job very difficult. 11/10 https://t.co/VflvQLH2y5,,Pembroke,4842,1255,11.0
1091,737445876994609152,2016-05-31 00:49:32+00:00,Just wanted to share this super rare Rainbow Floofer in case you guys haven't seen it yet. 13/10 colorful af https://t.co/CaG9MzD3WT,floofer,Samoyed,9848,4247,13.0
1094,736736130620620800,2016-05-29 01:49:16+00:00,This is Chadrick. He's gnarly af 13/10 https://t.co/447tyBN0mW,,schipperke,4077,1640,13.0
1095,736392552031657984,2016-05-28 03:04:00+00:00,Say hello to mad pupper. You know what you did. 13/10 would pet until no longer furustrated https://t.co/u1ulQ5heLX,pupper,,17017,7010,13.0
1097,736225175608430592,2016-05-27 15:58:54+00:00,We only rate dogs. Please stop sending in non-canines like this Alaskan Flop Turtle. This is very frustrating. 10/10 https://t.co/qXteK6Atxc,,Labrador_retriever,7794,2663,10.0
1098,736010884653420544,2016-05-27 01:47:23+00:00,Right after you graduate vs when you remember you're on your own now and can barely work a washing machine ...10/10 https://t.co/O1TLuYjsNS,,golden_retriever,7578,2834,10.0
1099,735991953473572864,2016-05-27 00:32:10+00:00,This is Maxaroni. He's curly af. Also rather fabulous. 11/10 would hug well https://t.co/A216OjIdca,,cocker_spaniel,,,11.0
1100,735648611367784448,2016-05-26 01:47:51+00:00,*faints* 12/10 perfection in pupper form https://t.co/t6TxTwTLEK,pupper,Pembroke,3890,1052,12.0
1101,735635087207878657,2016-05-26 00:54:06+00:00,This is Dakota. He hasn't grow into his skin yet. 11/10 would squeeze softly https://t.co/IvFSlNXpgj,,pug,5932,2251,11.0
1103,735256018284875776,2016-05-24 23:47:49+00:00,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo https://t.co/MRYv7nDPyS,doggo,Staffordshire_bullterrier,3205,841,8.0
1104,735137028879360001,2016-05-24 15:55:00+00:00,Meet Buckley. His family &amp; some neighbors came over to watch him perform but he's nervous af. 9/10 u got this pupper https://t.co/5bdCpPlno9,pupper,Walker_hound,3010,929,9.0
1105,734912297295085568,2016-05-24 01:02:00+00:00,This is Jax. He's a literal fluffball. Sneaky tongue slip. 10/10 would pet nonstop https://t.co/9MGouPwQmK,,Maltese_dog,2642,508,10.0
1106,734787690684657664,2016-05-23 16:46:51+00:00,This dog is more successful than I will ever be. 13/10 absolute legend https://t.co/BPoaHySYwA,,golden_retriever,12040,6011,13.0
1107,734776360183431168,2016-05-23 16:01:50+00:00,This is Livvie. Someone should tell her it's been 47 years since Woodstock. Magical eyes tho 11/10 would stare into https://t.co/qw07vhVHuO,,Siberian_husky,2410,509,11.0
1108,734559631394082816,2016-05-23 01:40:38+00:00,When your friend is turnt af and you're just trying to chill. 10/10 (vid by @presgang) https://t.co/OufVDk23JC,,,1432,377,10.0
1109,733828123016450049,2016-05-21 01:13:53+00:00,This is Terry. The harder you hug him the farther his tongue sticks out. 10/10 magical af https://t.co/RFToQQI8fJ,,beagle,3441,747,10.0
1110,733822306246479872,2016-05-21 00:50:46+00:00,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently https://t.co/mVfqRdppTL,floofer,Lhasa,3535,976,10.0
1111,733482008106668032,2016-05-20 02:18:32+00:00,"""Ello this is dog how may I assist"" ...10/10 https://t.co/jeAENpjH7L",,French_bulldog,3000,903,10.0
1112,733460102733135873,2016-05-20 00:51:30+00:00,This is Hermione. Her face is as old as time. Appears fluffy af tho. 11/10 pretty damn majestic https://t.co/0b41Q4DKCA,,chow,4014,1208,11.0
1113,733109485275860992,2016-05-19 01:38:16+00:00,"Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",multiple_stages,golden_retriever,51359,16306,12.0
1115,732726085725589504,2016-05-18 00:14:46+00:00,This is Aldrick. He looks wise af. Also exceptionally fluffy. Only two legs tho (unfortunate). 11/10 would still hug https://t.co/QwiCVLPMNL,,Pomeranian,3419,852,11.0
1116,732585889486888962,2016-05-17 14:57:41+00:00,"When your teacher agreed on 10,000 RTs and no final but after 24 hours you only have 37... 10/10 https://t.co/sVnJfWVjUp",,Staffordshire_bullterrier,3517,746,10.0
1118,732005617171337216,2016-05-16 00:31:53+00:00,This is Larry. He has no self control. Tongue still nifty af tho 11/10 https://t.co/ghyT4Ubk1r,,English_setter,14270,5126,11.0
1119,731285275100512256,2016-05-14 00:49:30+00:00,This is Solomon. He's a Beneroo Cumberflop. 12/10 would hug passionately https://t.co/5phLAnGPTP,,Pembroke,3363,954,12.0
1122,730573383004487680,2016-05-12 01:40:42+00:00,This is Rooney. He can't comprehend glass. 10/10 it'll be ok pupper https://t.co/CnUl2uDBBV,pupper,American_Staffordshire_terrier,4690,2031,10.0
1123,730427201120833536,2016-05-11 15:59:50+00:00,This is Crystal. She's flawless. Really wants to be a frat bro. 11/10 who does she even know here? https://t.co/WyqNFvEulG,,Eskimo_dog,3349,989,11.0
1124,730211855403241472,2016-05-11 01:44:07+00:00,This is Ziva. She doesn't know how her collar works. 11/10 would totally fix for her https://t.co/K7pthJXjWE,,pug,3660,1013,11.0
1128,729823566028484608,2016-05-10 00:01:12+00:00,This is Stefan. He's a downright remarkable pup. 13/10 https://t.co/Ebjt6Y4fMh,,kelpie,3820,1184,13.0
1129,729463711119904772,2016-05-09 00:11:16+00:00,Meet Pupcasso. You can't afford his art. 13/10 talented af https://t.co/f2VUpy4WO0,,German_shepherd,5550,2206,13.0
1131,728986383096946689,2016-05-07 16:34:32+00:00,"This is Puff. He started out on the streets (first pic), but don't let the new smile fool you, still tough af. 11/10 https://t.co/kiuXRXcg4B",,Maltese_dog,3022,778,11.0
1132,728760639972315136,2016-05-07 01:37:30+00:00,"When you're way too slow for the ""down low"" portion of a high five. 13/10 https://t.co/Cofwoy7Vpq",,Pembroke,4479,1626,13.0
1133,728751179681943552,2016-05-07 00:59:55+00:00,This is Flurpson. He can't believe it's not butter. 10/10 https://t.co/XD3ort1PsE,,Saint_Bernard,2661,645,10.0
1136,728387165835677696,2016-05-06 00:53:27+00:00,"This is Enchilada (yes, that's her real name). She's a Low-Cruisin Plopflopple. Very rare. Only a few left. 12/10 https://t.co/SiaiTWgsfP",,collie,3570,915,12.0
1137,728046963732717569,2016-05-05 02:21:37+00:00,This is Raymond. He controls fountains with his tongue. 11/10 pretty damn magical https://t.co/9aMxSbOaAZ,,Newfoundland,4117,1150,11.0
1139,728015554473250816,2016-05-05 00:16:48+00:00,This is Rueben. He has reached ultimate pupper zen state. 11/10 tranquil af https://t.co/Z167HgtnBi,pupper,cocker_spaniel,3964,1047,11.0
1140,727685679342333952,2016-05-04 02:26:00+00:00,This is Cilantro. She's a Fellation Gadzooks. Eyes are super magical af. 12/10 could get lost in https://t.co/yJ26LNuyj5,,Border_collie,2848,607,12.0
1141,727644517743104000,2016-05-03 23:42:26+00:00,Here's a doggo struggling to cope with the winds. 13/10 https://t.co/qv3aUwaouT,doggo,Great_Pyrenees,5622,1664,13.0
1142,727524757080539137,2016-05-03 15:46:33+00:00,This pupper had to undergo emergency haircut surgery so he could hear again. 10/10 miraculous af https://t.co/fUyDIFkBwx,pupper,Pomeranian,4287,1156,10.0
1143,727314416056803329,2016-05-03 01:50:44+00:00,This pupper was about to explain where that dirt came from but then decided against it. 11/10 https://t.co/SbaelU6zRs,pupper,toy_poodle,3194,709,11.0
1145,727175381690781696,2016-05-02 16:38:15+00:00,This is Karll. He just wants to go kayaking. 10/10 please someone take Karll kayaking already https://t.co/vXLkvyNQHp,,flat-coated_retriever,3766,1327,10.0
1146,727155742655025152,2016-05-02 15:20:13+00:00,When you're trying to enjoy yourself but end up having to take care of your way too drunk friend. 11/10 https://t.co/BRkhj6tdN0,,,3480,1263,11.0
1148,726887082820554753,2016-05-01 21:32:40+00:00,This is Blitz. He's a new dad struggling to cope mentally with the pressures of being a father. Sick shades 10/10 https://t.co/2AVcJ2BZsy,,soft-coated_wheaten_terrier,3686,1445,10.0
1149,726828223124897792,2016-05-01 17:38:46+00:00,This is Bloop. He's a Phoenician Winnebago. Tongue is just wow. That box is all he has (tragic). 12/10 would caress https://t.co/DWNrPPXgHA,,miniature_pinscher,3429,959,12.0
1150,726224900189511680,2016-04-30 01:41:23+00:00,I'm getting super heckin frustrated with you all sending in non canines like this ostrich. We only rate dogs... 9/10 https://t.co/Rgbni2Ns8z,,standard_poodle,4246,1093,9.0
1151,725842289046749185,2016-04-29 00:21:01+00:00,This is Colby. He's currently regretting all those times he shook your hand for an extra treat. 12/10 https://t.co/vtVHtKFtBH,,toy_poodle,6812,2541,12.0
1152,725786712245440512,2016-04-28 20:40:11+00:00,Say hello to Lillie. She's a Rutabagan Floofem. Poor pupper ate and then passed out. 11/10 relatable af https://t.co/uIdGqug9rw,pupper,chow,4004,1307,11.0
1153,725729321944506368,2016-04-28 16:52:08+00:00,This is Lola. She's a Butternut Splishnsplash. They are known to be ferocious af. 12/10 would absolutely still pet https://t.co/adQt5a6TZU,,boxer,4992,1688,12.0
1154,725458796924002305,2016-04-27 22:57:10+00:00,"Pup had to be removed cuz it wouldn't have been fair to the opposing team. 13/10 absolute legend ⚽️
https://t.co/BHICimO58W",,,1359,583,13.0
1155,724983749226668032,2016-04-26 15:29:30+00:00,This is Fred-Rick. He dabbles in parkour. The elevation gives him power. 12/10 hopefully visiting a mailbox near you https://t.co/qFqLtudIiD,,golden_retriever,3586,1234,12.0
1156,724771698126512129,2016-04-26 01:26:53+00:00,Nothin better than a doggo and a sunset. 11/10 https://t.co/JlFqOhrHEs,doggo,German_short-haired_pointer,2246,603,11.0
1157,724405726123311104,2016-04-25 01:12:38+00:00,This is Ashleigh. She's having Coachella withdrawals. Didn't even go tho. 10/10 stay strong pupper https://t.co/nRUaKWnJfH,pupper,golden_retriever,5072,1587,10.0
1158,724049859469295616,2016-04-24 01:38:33+00:00,This is Kreggory. He just took a look at his student debt. 10/10 can't even comprehend it https://t.co/XTsZTgilnT,,Border_collie,4168,1698,10.0
1159,724046343203856385,2016-04-24 01:24:35+00:00,"This is Sarge. Not even he knows what his tongue is doing, but it's pretty damn spectacular. 10/10 https://t.co/pIQEdbBxdL",,boxer,2556,531,10.0
1161,723912936180330496,2016-04-23 16:34:28+00:00,This is Sugar. She's a Bolivian Superfloof. Spherical af. 12/10 would never let go of https://t.co/AhMfUu6Onm,,Samoyed,3732,1172,12.0
1163,723673163800948736,2016-04-23 00:41:42+00:00,This is Ivar. She is a badass Viking warrior. Will sack your village. 10/10 savage af https://t.co/Dz6MiVssVU,,golden_retriever,2910,845,10.0
1165,722974582966214656,2016-04-21 02:25:47+00:00,Happy 4/20 from the squad! 13/10 for all https://t.co/eV1diwds8a,,Great_Dane,3929,1494,13.0
1166,722613351520608256,2016-04-20 02:30:23+00:00,Meet Schnitzel. He's a Tropicana Floofboop. Getting too big for his favorite basket. 12/10 just so damn fluffy https://t.co/qjd0UJKYUY,,Labrador_retriever,4781,1558,12.0
1167,721503162398597120,2016-04-17 00:58:53+00:00,This is Panda. He's happy af. 11/10 https://t.co/IOAk9i4UvE,,Pomeranian,4421,1739,11.0
1168,721001180231503872,2016-04-15 15:44:11+00:00,This is Oliver. Bath time is upon him. His fear of the wetness postpones his ultimate pupper destiny. 11/10 https://t.co/AFzzKqR4tT,pupper,Samoyed,2430,586,11.0
1169,720785406564900865,2016-04-15 01:26:47+00:00,This is Archie. He hears everything you say. Doesn't matter where you are. 12/10 https://t.co/0l4I8famYp,,Chihuahua,2974,731,12.0
1170,720775346191278080,2016-04-15 00:46:48+00:00,This is Berkeley. He's in a predicament. 10/10 someone help him https://t.co/XSEXdQupej,,Newfoundland,2357,628,10.0
1171,720415127506415616,2016-04-14 00:55:25+00:00,Garden's coming in nice this year. 10/10 https://t.co/5Lra3e4rrw,,Rottweiler,3971,1427,10.0
1172,720389942216527872,2016-04-13 23:15:21+00:00,This is Ralphé. He patrols the lake. Looking for babes. 11/10 https://t.co/Pb6iMmo0wk,,Pembroke,6104,2385,11.0
1174,720059472081784833,2016-04-13 01:22:10+00:00,This is Charleson. He lost his plunger. Looked everywhere. Can't find it. So sad. 9/10 would comfort https://t.co/pRHX8yn9Yu,,Mexican_hairless,3704,1069,9.0
1175,720043174954147842,2016-04-13 00:17:25+00:00,This is Neptune. He's a Snowy Swiss Mountain Floofapolis. Cheeky wink. Tongue nifty af. 11/10 would pet so firmly https://t.co/SoZq2Xoopv,,Samoyed,4728,1913,11.0
1176,719991154352222208,2016-04-12 20:50:42+00:00,This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10 https://t.co/mvnBGaWULV,doggo,golden_retriever,4647,1659,10.0
1178,719551379208073216,2016-04-11 15:43:12+00:00,This is Harnold. He accidentally opened the front facing camera. 10/10 get it together Harnold https://t.co/S6JHaSMtln,,malamute,4852,1805,10.0
1180,719339463458033665,2016-04-11 01:41:07+00:00,Say hello to Lucy and Sophie. They think they're the same size. Both 10/10 would snug at same time https://t.co/HW50zkcf2R,,golden_retriever,4276,1177,10.0
1181,719332531645071360,2016-04-11 01:13:34+00:00,This is Pippa. She managed to start the car but is waiting for you to buckle up before driving. Responsible af 11/10 https://t.co/htrlmC7saz,,Dandie_Dinmont,3299,903,11.0
1182,718971898235854848,2016-04-10 01:20:33+00:00,This is Sadie. She is prepared for battle. 10/10 https://t.co/JRckDkZVRT,,golden_retriever,3339,1030,10.0
1183,718939241951195136,2016-04-09 23:10:47+00:00,This is Otis. Everybody look at Otis. 12/10 would probably faint while petting https://t.co/I9qoe1uEih,,Pembroke,5042,1667,12.0
1184,718631497683582976,2016-04-09 02:47:55+00:00,We normally don't rate marshmallows but this one appears to be flawlessly toasted so I'll make an exception. 10/10 https://t.co/D9jbbmPmos,,Pomeranian,18097,7623,10.0
1185,718613305783398402,2016-04-09 01:35:37+00:00,This is Carper. He's a Tortellini Angiosperm. In desperate need of a petting. 11/10 would hug softly https://t.co/lK9YDkRzPj,,Labrador_retriever,2341,456,11.0
1186,718540630683709445,2016-04-08 20:46:50+00:00,Get you a pup that can do both. 10/10 https://t.co/zSbyvm62xZ,,Maltese_dog,2342,965,10.0
1189,718246886998687744,2016-04-08 01:19:36+00:00,This is Alexanderson. He's got a weird ass birth mark. Dreadful at fetch. Won't eat kibble. 3/10 wtf @Target https://t.co/FmxOpf2Sgl,,Chihuahua,1836,473,3.0
1190,718234618122661888,2016-04-08 00:30:51+00:00,This is Suki. She was born with a blurry tail (unfortunate). Next level tongue tho. 11/10 nifty hardwood https://t.co/05S8oYztgb,,malamute,3712,944,11.0
1191,717841801130979328,2016-04-06 22:29:56+00:00,This is Barclay. His father was a banana. 11/10 appeeling af https://t.co/ucOEfr2rjV,,Brittany_spaniel,2351,568,11.0
1193,717537687239008257,2016-04-06 02:21:30+00:00,People please. This is a Deadly Mediterranean Plop T-Rex. We only rate dogs. Only send in dogs. Thanks you... 11/10 https://t.co/2ATDsgHD4n,,golden_retriever,5561,1757,11.0
1194,717428917016076293,2016-04-05 19:09:17+00:00,This is Skittle. He's trying to communicate. 11/10 solid effort https://t.co/6WTfJvtKx6,,,1554,427,11.0
1195,717421804990701568,2016-04-05 18:41:02+00:00,This is Ebby. She's a Zimbabwean Feta. Embarrassed by ridiculously squishy face. 9/10 would squeeze softly https://t.co/LBJqxMGaHi,,miniature_pinscher,3031,798,9.0
1196,717047459982213120,2016-04-04 17:53:31+00:00,This is Flávio (pronounced Baxter). He's a Benesnoop Cumberdog. Super rare. Symmetrical. 12/10 would pet so well https://t.co/fGgleFiBPq,,golden_retriever,6032,1831,12.0
1197,717009362452090881,2016-04-04 15:22:08+00:00,This is Smokey. He's having some sort of existential crisis. 10/10 hang in there pupper https://t.co/JmgF4dMpw0,pupper,Siberian_husky,3107,915,10.0
1198,716802964044845056,2016-04-04 01:41:58+00:00,This is Link. He struggles with couches. 10/10 would assist https://t.co/SbX4e6Yg3o,,malinois,4117,1114,10.0
1199,716791146589110272,2016-04-04 00:55:01+00:00,Meet Jennifur. She's supposed to be navigating. Not even buckled up. Insubordinate &amp; churlish. 11/10 would still pet https://t.co/h0trcJohYO,,Pomeranian,,,11.0
1200,716730379797970944,2016-04-03 20:53:33+00:00,"There has clearly been a mistake. Pup did nothing wrong. 12/10 would help escape
https://t.co/Juid3nnLbC",,,1189,411,12.0
1201,716447146686459905,2016-04-03 02:08:05+00:00,This is Ozzy. He's acrobatic af. Legendary pupper status achieved. 13/10 https://t.co/gHWsCTu90E,pupper,,12534,5578,13.0
1202,716439118184652801,2016-04-03 01:36:11+00:00,This is Bluebert. He just saw that both #FinalFur match ups are split 50/50. Amazed af. 11/10 https://t.co/Kky1DPG4iq,,Siberian_husky,2291,200,11.0
1203,716285507865542656,2016-04-02 15:25:47+00:00,This is Stephanus. She stays woke. 12/10 https://t.co/WIWabMngQZ,,Yorkshire_terrier,2666,1005,12.0
1204,716080869887381504,2016-04-02 01:52:38+00:00,Here's a super majestic doggo and a sunset 11/10 https://t.co/UACnoyi8zu,doggo,golden_retriever,6508,1818,11.0
1205,715928423106027520,2016-04-01 15:46:52+00:00,This is Bubbles. He's a Yorkshire Piccolope. 11/10 would snug aggressively https://t.co/3BhMojONxq,,pug,3065,840,11.0
1206,715758151270801409,2016-04-01 04:30:16+00:00,This is old now but it's absolutely heckin fantastic and I can't not share it with you all. 13/10  https://t.co/wJX74TSgzP,,,3562,1362,13.0
1207,715733265223708672,2016-04-01 02:51:22+00:00,This is a taco. We only rate dogs. Please only send in dogs. Dogs are what we rate. Not tacos. Thank you... 10/10 https://t.co/cxl6xGY8B9,,Dandie_Dinmont,4490,1611,10.0
1208,715704790270025728,2016-04-01 00:58:13+00:00,This is Bentley. He gives kisses back. 11/10 precious af (vid by @emmaallen25) https://t.co/9PnKkKzoUp,,,2664,546,11.0
1209,715696743237730304,2016-04-01 00:26:15+00:00,Meet Toby. He's a Lithuanian High-Steppin Stickeroo. One of the more accomplished Stickeroos around. 10/10 so nifty https://t.co/cYPHuJYTjC,,Staffordshire_bullterrier,3758,1231,10.0
